BISha1,oldPath,Path,FixSha1,BIDate,FixDate,LineNumInBI,LineNumInPreFix,isAddedLine,Line
ea63463c2ff8a67f63e541036f0d5998b5bb1f3e,src/main/java/libcore/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,fb155c47661ede5da395dfb4e620867263b8c8e7,2012-07-23 14:02:28,2015-04-14 15:54:25,251,644,TRUE,throw new RuntimeException(e);
ea63463c2ff8a67f63e541036f0d5998b5bb1f3e,src/main/java/libcore/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,fb155c47661ede5da395dfb4e620867263b8c8e7,2012-07-23 14:02:28,2015-04-14 15:54:25,251,644,TRUE,throw new RuntimeException(e);
961d797e9c84557cdf56f7036558e72a54c578f6,src/main/java/libcore/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,739d8760fbee199855fe4a6ba96a835ed43bd744,2012-09-30 16:05:54,2014-03-11 1:50:43,365,663,TRUE,} else {
2f5e25e4dcac2f7d62a4ac5ee8d49e92de005866,src/main/java/libcore/net/http/HttpEngine.java,okhttp/src/main/java/com/squareup/okhttp/internal/http/HttpEngine.java,97741e94fba896f2aede30aecb789efe409202cf,2012-10-25 16:03:13,2014-01-22 3:47:50,436,405,TRUE,responseTransferIn = transferStream;
3355d0c99bb946a6441f08fe6fd1c9881a9ea96a,src/main/java/libcore/net/http/RouteSelector.java,okhttp/src/main/java/com/squareup/okhttp/internal/http/RouteSelector.java,0de100dc1ebef241a1d2afc6a544c8e65090217b,2012-11-10 21:05:53,2014-12-28 1:05:59,22,33,TRUE,import java.net.ProxySelector;
3355d0c99bb946a6441f08fe6fd1c9881a9ea96a,src/main/java/libcore/net/http/RouteSelector.java,okhttp/src/main/java/com/squareup/okhttp/internal/http/RouteSelector.java,0de100dc1ebef241a1d2afc6a544c8e65090217b,2012-11-10 21:05:53,2014-12-28 1:05:59,43,59,TRUE,private final ProxySelector proxySelector;
3355d0c99bb946a6441f08fe6fd1c9881a9ea96a,src/main/java/libcore/net/http/RouteSelector.java,okhttp/src/main/java/com/squareup/okhttp/internal/http/RouteSelector.java,c90f24948b3b79d494c599b53ea09d4e12076043,2012-11-10 21:05:53,2015-02-23 4:18:15,25,33,TRUE,import java.net.UnknownHostException;
3355d0c99bb946a6441f08fe6fd1c9881a9ea96a,src/main/java/libcore/net/http/RouteSelector.java,okhttp/src/main/java/com/squareup/okhttp/internal/http/RouteSelector.java,c90f24948b3b79d494c599b53ea09d4e12076043,2012-11-10 21:05:53,2015-02-23 4:18:15,164,199,TRUE,private void resetNextInetSocketAddress(Proxy proxy) throws UnknownHostException {
7bcdc338d6ec7786f342f1569b8414c6919e5c6e,src/main/java/com/squareup/okhttp/OkHttpClient.java,okhttp/src/main/java/com/squareup/okhttp/OkHttpClient.java,5d7fdbaf30a411c56666462bd032d86e8eb4ddf7,2012-12-22 17:43:27,2014-02-09 14:30:37,27,38,TRUE,import javax.net.ssl.HttpsURLConnection;
78c6624b11d5f33504dae8211b4592383468343e,src/main/java/com/squareup/okhttp/Address.java,okhttp/src/main/java/com/squareup/okhttp/Address.java,0de100dc1ebef241a1d2afc6a544c8e65090217b,2012-12-24 5:39:48,2014-12-28 1:05:59,109,153,TRUE,result = 31 * result + (proxy != null ? proxy.hashCode() : 0);
78c6624b11d5f33504dae8211b4592383468343e,src/main/java/com/squareup/okhttp/internal/net/http/RouteSelector.java,okhttp/src/main/java/com/squareup/okhttp/internal/http/RouteSelector.java,0de100dc1ebef241a1d2afc6a544c8e65090217b,2012-12-24 5:39:48,2014-12-28 1:05:59,19,22,TRUE,import com.squareup.okhttp.ConnectionPool;
60d5852c6676ece85b0e3d0c6e45fb0186303f83,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,8f1bc30cd1e821b8b3745502a0f442f54cdebce8,2012-12-31 7:35:27,2014-10-26 14:28:45,28,27,TRUE,import java.util.Iterator;
60d5852c6676ece85b0e3d0c6e45fb0186303f83,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,8f1bc30cd1e821b8b3745502a0f442f54cdebce8,2012-12-31 7:35:27,2014-10-26 14:28:45,421,741,TRUE,"for (Iterator<Map.Entry<Integer, SpdyStream>> i = streams.entrySet().iterator();"
60d5852c6676ece85b0e3d0c6e45fb0186303f83,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,8f1bc30cd1e821b8b3745502a0f442f54cdebce8,2012-12-31 7:35:27,2014-10-26 14:28:45,422,742,TRUE,i.hasNext(); ) {
60d5852c6676ece85b0e3d0c6e45fb0186303f83,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,8f1bc30cd1e821b8b3745502a0f442f54cdebce8,2012-12-31 7:35:27,2014-10-26 14:28:45,423,743,TRUE,"Map.Entry<Integer, SpdyStream> entry = i.next();"
60d5852c6676ece85b0e3d0c6e45fb0186303f83,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,8f1bc30cd1e821b8b3745502a0f442f54cdebce8,2012-12-31 7:35:27,2014-10-26 14:28:45,424,744,TRUE,int streamId = entry.getKey();
60d5852c6676ece85b0e3d0c6e45fb0186303f83,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,8f1bc30cd1e821b8b3745502a0f442f54cdebce8,2012-12-31 7:35:27,2014-10-26 14:28:45,425,745,TRUE,if (streamId > lastGoodStreamId && entry.getValue().isLocallyInitiated()) {
60d5852c6676ece85b0e3d0c6e45fb0186303f83,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,8f1bc30cd1e821b8b3745502a0f442f54cdebce8,2012-12-31 7:35:27,2014-10-26 14:28:45,427,747,TRUE,i.remove();
60d5852c6676ece85b0e3d0c6e45fb0186303f83,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,8f1bc30cd1e821b8b3745502a0f442f54cdebce8,2012-12-31 7:35:27,2014-10-26 14:28:45,428,748,TRUE,}
b5719b6d7faff6422e33897414c0afdf9e63fe95,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,fb155c47661ede5da395dfb4e620867263b8c8e7,2013-01-01 3:41:15,2015-04-14 15:54:25,359,578,TRUE,} catch (IOException e) {
b5719b6d7faff6422e33897414c0afdf9e63fe95,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,fb155c47661ede5da395dfb4e620867263b8c8e7,2013-01-01 3:41:15,2015-04-14 15:54:25,359,578,TRUE,} catch (IOException e) {
86e5c34846d810a258952d966d58cb34ad483a14,src/main/java/com/squareup/okhttp/internal/net/spdy/SpdyStream.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyStream.java,cb2d297ae2688e1daa914278b0a31025a45d3c96,2013-01-01 7:54:58,2014-03-06 23:56:31,421,412,TRUE,throw new SocketTimeoutException();
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/DiskLruCache.java,okhttp/src/main/java/com/squareup/okhttp/internal/DiskLruCache.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,600,672,TRUE,Util.deleteContents(directory);
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,21,20,TRUE,import java.io.File;
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,138,150,TRUE,}
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,144,156,TRUE,public static void deleteContents(File dir) throws IOException {
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,145,157,TRUE,File[] files = dir.listFiles();
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,146,158,TRUE,if (files == null) {
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,148,160,TRUE,}
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,149,161,TRUE,for (File file : files) {
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,150,162,TRUE,if (file.isDirectory()) {
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,151,163,TRUE,deleteContents(file);
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,152,164,TRUE,}
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,153,165,TRUE,if (!file.delete()) {
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,154,166,TRUE,"throw new IOException(""failed to delete file: "" + file);"
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,209,167,TRUE,}
689f66222bd8984dd69229a4ee9caf8da528ae12,src/main/java/com/squareup/okhttp/internal/Util.java,okhttp/src/main/java/com/squareup/okhttp/internal/Util.java,49e85a1fd2ac13945be30a161286a50c0fa7485b,2013-01-02 3:50:06,2015-03-14 19:16:01,212,168,TRUE,}
b9580d68e9bc34eef397e9bc7f13091f1e3f1528,src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,889bc764a5f1627090a69e6e100bcd18474dfb86,2013-01-21 19:42:08,2014-04-18 15:58:54,367,474,TRUE,thrown = e;
b9580d68e9bc34eef397e9bc7f13091f1e3f1528,src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,okhttp/src/main/java/com/squareup/okhttp/internal/spdy/SpdyConnection.java,889bc764a5f1627090a69e6e100bcd18474dfb86,2013-01-21 19:42:08,2014-04-18 15:58:54,372,479,TRUE,if (thrown == null) thrown = e;
194290e5f3819bf91d87c5d08c152946b6aa3509,src/main/java/com/squareup/okhttp/internal/http/SpdyTransport.java,okhttp/src/main/java/com/squareup/okhttp/internal/http/SpdyTransport.java,f6f3497ef7d01c2e11b68ca96b7f84e566e6c745,2013-01-22 21:14:52,2014-01-18 17:24:47,87,209,TRUE,}
6f6d959fdae64065521990413f86bc7ab038d7c1,src/main/java/com/squareup/okhttp/ConnectionPool.java,okhttp/src/main/java/com/squareup/okhttp/ConnectionPool.java,98c74ace40b089f2769afb3e56c59a64eef327cb,2013-01-31 22:23:06,2014-12-29 15:10:00,36,55,TRUE,private static final int MAX_CONNECTIONS_TO_CLEANUP = 2;
